dt_implant;cd_item;ds_nacional;Agrupamento_Item;ds_item;ds_voltagem;Família_(grupos);classificacao_fiscal;cd_ean;DUN-14;Múltiplo_Pedido;peso_bruto;aliquota_ipi;tipo_exclusividade;Origem;BU;Familia_Comercial
2025-04-22;FW011488;WAP L PROFI 2300 TRI;WAP L PROFI 2300 TRI;WAP L PROFI 2300 TRI 220V;;Lavadoras;84243010;7899831343317;;1;50;;CATALOGO ABERTO;Estrangeira;SEM CLASSIFICAÇÃO;lavadora - intensivo
2025-04-22;FW011487;WAP L PROFI 2300 MONO;WAP L PROFI 2300 MONO;WAP L PROFI 2300 MONO 220V;;Lavadoras;84243010;7899831343300;;1;50;;CATALOGO ABERTO;Estrangeira;SEM CLASSIFICAÇÃO;lavadora - intensivo
2019-07-19;FW006924;WAP L PROFI 2000;WAP L PROFI 2000;WAP L PROFI 2000 220V~- 60HZ;220V;Lavadoras;84243010;7899831300778;;1;33.6;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - intensivo
2023-07-05;FW009600;WAP KIT PARAF + CHAVE DE IMP K21;WAP KIT PARAF + CHAVE DE IMP K21;WAP KIT PARAFUSADEIRA + CHAVE DE IMPACTO K21 KT01;;Ferramentas;84672992;7899831313136;;1;4.2;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2023-11-10;FW010081;WAP KIT DE FERRAMENTAS 110PCS WFM110;WAP KIT DE FERRAMENTAS 110PCS WFM110;WAP KIT DE FERRAMENTAS 110 PCS WF M110;;Ferramentas;82055100;7899831333493;;1;1.9;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramentas manuais
2016-10-18;FW005465;WAP HOME CLEANER;WAP HOME CLEANER;WAP HOME CLEANER 220V 60Hz;220V;Extratoras;84518000;7898152180915;;1;10.5;0;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;extratora - barril
2016-10-18;FW005464;WAP HOME CLEANER;WAP HOME CLEANER;WAP HOME CLEANER 127V 60Hz;127V;Extratoras;84518000;7898152180908;;1;10.5;0;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;extratora - barril
2022-07-21;FW009105;WAP HIGH SPEED PLUS;WAP HIGH SPEED PLUS;WAP HIGH SPEED PLUS 220V;220V;Aspiradores;85081100;7899831311361;;1;2;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - vertical
2022-07-21;FW009104;WAP HIGH SPEED PLUS;WAP HIGH SPEED PLUS;WAP HIGH SPEED PLUS 127V;127V;Aspiradores;85081100;7899831311354;;1;2;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - vertical
2023-06-12;FW009552;WAP HIGH SPEED MAX;WAP HIGH SPEED MAX;WAP HIGH SPEED MAX 220V;220V;Aspiradores;85081100;7899831312818;;1;2;6.5;EXCLUSIVO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - vertical
2023-06-12;FW009551;WAP HIGH SPEED MAX;WAP HIGH SPEED MAX;WAP HIGH SPEED MAX 127V;127V;Aspiradores;85081100;7899831312801;;1;2;6.5;EXCLUSIVO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - vertical
2021-08-23;FW008614;WAP HIGH SPEED BLACK;WAP HIGH SPEED BLACK;WAP HIGH SPEED BLACK 220V~50/60Hz;220V;Aspiradores;85081100;7899831309405;;1;2;6.5;EXCLUSIVO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - vertical
2021-08-23;FW008613;WAP HIGH SPEED BLACK;WAP HIGH SPEED BLACK;WAP HIGH SPEED BLACK 127V~50/60Hz;127V;Aspiradores;85081100;7899831309399;;1;2;6.5;EXCLUSIVO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - vertical
2023-06-20;FW009563;WAP HANDSON;WAP HANDSON;WAP HANDSON;;Aspiradores;85081100;7899831312870;;1;0.7;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - sem fio
2024-05-27;FW010524;WAP GTW INOX 70I;WAP GTW INOX 70I;WAP GTW INOX 70i 220V;;Aspiradores;85081900;7899831336906;;1;10.5;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2024-05-27;FW010523;WAP GTW INOX 70I;WAP GTW INOX 70I;WAP GTW INOX 70i 127V;;Aspiradores;85081900;7899831336890;;1;10.5;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2024-05-27;FW010526;WAP GTW INOX 50I;WAP GTW INOX 50I;WAP GTW INOX 50i 220V;;Aspiradores;85081900;7899831336883;;1;10.03;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2024-05-27;FW010525;WAP GTW INOX 50I;WAP GTW INOX 50I;WAP GTW INOX 50i 127V;;Aspiradores;85081900;7899831336876;;1;10.03;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2017-01-12;FW005575;WAP GTW INOX 50;WAP GTW INOX 50;WAP GTW INOX 50 220V~ 60Hz;220V;Aspiradores;85081900;7898152181257;;1;10.5;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2017-01-12;FW005574;WAP GTW INOX 50;WAP GTW INOX 50;WAP GTW INOX 50 127V~ 60Hz;127V;Aspiradores;85081900;7898152181240;;1;11.5;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2024-05-27;FW010528;WAP GTW INOX 25;WAP GTW INOX 25;WAP GTW INOX 25 220V;;Aspiradores;84145990;7899831336869;;1;3.91;0;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2024-05-27;FW010527;WAP GTW INOX 25;WAP GTW INOX 25;WAP GTW INOX 25 127V;;Aspiradores;84145990;7899831336852;;1;3.91;0;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2024-01-15;FW010266;WAP GTW INOX 20i;WAP GTW INOX 20i;WAP GTW INOX 20i 220V;;Aspiradores;85081900;7899831334308;;1;5.05;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2024-01-15;FW010265;WAP GTW INOX 20i;WAP GTW INOX 20i;WAP GTW INOX 20i 127V;;Aspiradores;85081900;7899831334292;;1;5.05;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2016-03-14;FW005406;WAP GTW INOX 20;WAP GTW INOX 20;WAP GTW INOX 20 220 V~ 60 HZ;220V;Aspiradores;85081900;7898152180687;;1;4.7;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2016-03-14;FW005405;WAP GTW INOX 20;WAP GTW INOX 20;WAP GTW INOX 20 127 V~ 60 HZ;127V;Aspiradores;85081900;7898152180670;;1;4.7;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2022-03-09;FW008810;WAP GTW INOX 15;WAP GTW INOX 15;WAP GTW INOX 15 220V;220V;Aspiradores;85081900;7899831310319;;1;5.16;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2022-03-09;FW008809;WAP GTW INOX 15;WAP GTW INOX 15;WAP GTW INOX 15 127V;127V;Aspiradores;85081900;7899831310302;;1;5.16;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2024-01-15;FW010270;WAP GTW INOX 12i;WAP GTW INOX 12i;WAP GTW INOX 12i 220V;;Aspiradores;85081900;7899831334322;;1;4.396;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2024-01-15;FW010269;WAP GTW INOX 12i;WAP GTW INOX 12i;WAP GTW INOX 12i 127V;;Aspiradores;85081900;7899831334315;;1;4.396;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2015-04-17;FW005042;WAP GTW INOX 12;WAP GTW INOX 12;WAP GTW INOX 12 220V~ 60HZ;220V;Aspiradores;85081100;7898152180663;;1;4;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2015-04-17;FW005041;WAP GTW INOX 12;WAP GTW INOX 12;WAP GTW INOX 12 127V~ 60HZ;127V;Aspiradores;85081100;7898152180656;;1;4;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2023-04-10;FW009440;WAP GTW COMPACT;WAP GTW COMPACT;WAP GTW COMPACT 220V;220V;Aspiradores;85081100;7899831312276;;1;1.9;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2023-04-10;FW009439;WAP GTW COMPACT;WAP GTW COMPACT;WAP GTW COMPACT 127V;127V;Aspiradores;85081100;7899831312269;;1;1.9;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2019-11-28;FW007431;WAP GTW BAGLESS;WAP GTW BAGLESS;WAP GTW BAGLESS 220V 50/60HZ;220V;Aspiradores;85081100;7899831301058;;1;4.15;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2019-11-28;FW007430;WAP GTW BAGLESS;WAP GTW BAGLESS;WAP GTW BAGLESS 127V 50/60HZ;127V;Aspiradores;85081100;7899831301041;;1;4.15;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2023-11-21;FW010105;WAP GTW ASH;WAP GTW ASH;WAP GTW ASH 220V;220V;Aspiradores;85081100;7899831331789;;1;4.3;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2023-11-21;FW010104;WAP GTW ASH;WAP GTW ASH;WAP GTW ASH 127V;127V;Aspiradores;85081100;7899831331772;;1;4.3;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2019-01-11;FW006491;WAP GTW 20;WAP GTW 20;WAP GTW 20 220 V~ 60 HZ;220V;Aspiradores;85081900;7899831300303;;1;5.6;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2019-01-11;FW006490;WAP GTW 20;WAP GTW 20;WAP GTW 20 127 V~ 60 HZ;127V;Aspiradores;85081900;7899831300297;;1;5.6;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2022-05-11;FW008926;WAP GTW 10 MARE;WAP GTW 10 MARE;WAP GTW 10 MARE 220V 50/60HZ;220V;Aspiradores;85081100;7899831310708;;1;4.3;6.5;EXCLUSIVO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2022-05-11;FW008925;WAP GTW 10 MARE;WAP GTW 10 MARE;WAP GTW 10 MARE 127V 50/60HZ;127V;Aspiradores;85081100;7899831310692;;1;4.3;6.5;EXCLUSIVO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2017-05-18;FW005706;WAP GTW 10;WAP GTW 10;WAP GTW 10 220V 50/60HZ;220V;Aspiradores;85081100;7898152181356;;1;4.3;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2017-05-18;FW005705;WAP GTW 10;WAP GTW 10;WAP GTW 10 127V 50/60HZ;127V;Aspiradores;85081100;7898152181349;;1;4.3;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - barril
2000-05-29;20000122;WAP ASPIRADOR GT PROFI 20;WAP ASPIRADOR GT PROFI 20;WAP GT PROFI 20 220V;220V;Aspiradores;85081100;7898152180342;;1;8;0;CATALOGO ABERTO;Nacional;SDA - MOTORS & COMFORT;aspirador - barril
2000-05-29;20000121;WAP ASPIRADOR GT PROFI 20;WAP ASPIRADOR GT PROFI 20;WAP GT PROFI 20 127V;127V;Aspiradores;85081100;7898152180335;;1;8;0;CATALOGO ABERTO;Nacional;SDA - MOTORS & COMFORT;aspirador - barril
2022-02-01;FW008770;WAP FURADEIRA PAR. DE IMP. EFPI1000;WAP FURADEIRA PAR. DE IMP. EFPI1000;WAP FURADEIRA E PARAFUSADEIRA DE IMPACTO WAP EFPI 1000 220V;220V;Ferramentas;84672992;7899831310258;;1;3.7;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2022-02-01;FW008769;WAP FURADEIRA PAR. DE IMP. EFPI1000;WAP FURADEIRA PAR. DE IMP. EFPI1000;WAP FURADEIRA E PARAFUSADEIRA DE IMPACTO WAP EFPI 1000 127V;127V;Ferramentas;84672992;7899831310241;;1;3.7;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2015-03-30;926402010;WAP FURADEIRA PARAFUSADEIRA EFI600K;WAP FURADEIRA PARAFUSADEIRA EFI600K;WAP FURADEIRA DE IMPACTO E PARAFUSADEIRA WAP EFI600K 220V;220V;Ferramentas;84672992;7898152180601;;1;3.563;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2015-03-30;926401010;WAP FURADEIRA PARAFUSADEIRA EFI600K;WAP FURADEIRA PARAFUSADEIRA EFI600K;WAP FURADEIRA DE IMPACTO E PARAFUSADEIRA WAP EFI600K 127V;127V;Ferramentas;84672992;7898152180595;;1;3.563;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - paraf/furad/mart
2022-09-16;FW009219;WAP FLOW TURBO MESA E PAREDE;WAP FLOW TURBO MESA E PAREDE;WAP FLOW TURBO MESA E PAREDE 220V;220V;Ventiladores;84145990;7899831311590;7899831311590;1;3.6;0;CATALOGO ABERTO;Nacional;SDA - MOTORS & COMFORT;ventilador - de mesa
2022-09-16;FW009218;WAP FLOW TURBO MESA E PAREDE;WAP FLOW TURBO MESA E PAREDE;WAP FLOW TURBO MESA E PAREDE 127V;127V;Ventiladores;84145990;7899831311583;7899831311583;1;3.6;0;CATALOGO ABERTO;Nacional;SDA - MOTORS & COMFORT;ventilador - de mesa
2025-03-28;FW011710;WAP FLOW TURBO ECO MESA E PAREDE;WAP FLOW TURBO ECO MESA E PAREDE;WAP FLOW TURBO ECO MESA E PAREDE 220V;;Ventiladores;84145990;7899831343249;;1;3.6;0;CATALOGO ABERTO;Nacional;SDA - MOTORS & COMFORT;ventilador - de mesa
2025-03-28;FW011709;WAP FLOW TURBO ECO MESA E PAREDE;WAP FLOW TURBO ECO MESA E PAREDE;WAP FLOW TURBO ECO MESA E PAREDE 127V;;Ventiladores;84145990;7899831343232;;1;3.6;0;CATALOGO ABERTO;Nacional;SDA - MOTORS & COMFORT;ventilador - de mesa
2025-03-28;FW011712;WAP FLOW TURBO ECO COLUNA;WAP FLOW TURBO ECO COLUNA;WAP FLOW TURBO ECO DE COLUNA 220V;;Ventiladores;84145990;7899831343263;;1;3.6;0;CATALOGO ABERTO;Nacional;SDA - MOTORS & COMFORT;ventilador - de coluna
2025-03-28;FW011711;WAP FLOW TURBO ECO COLUNA;WAP FLOW TURBO ECO COLUNA;WAP FLOW TURBO ECO DE COLUNA 127V;;Ventiladores;84145990;7899831343256;;1;6;0;CATALOGO ABERTO;Nacional;SDA - MOTORS & COMFORT;ventilador - de coluna
2022-09-16;FW009221;WAP FLOW TURBO COLUNA;WAP FLOW TURBO COLUNA;WAP FLOW TURBO DE COLUNA 220V;220V;Ventiladores;84145990;7899831311576;7899831311576;1;6;0;CATALOGO ABERTO;Nacional;SDA - MOTORS & COMFORT;ventilador - de coluna
2022-09-16;FW009220;WAP FLOW TURBO COLUNA;WAP FLOW TURBO COLUNA;WAP FLOW TURBO DE COLUNA 127V;127V;Ventiladores;84145990;7899831311569;7899831311569;1;6;0;CATALOGO ABERTO;Nacional;SDA - MOTORS & COMFORT;ventilador - de coluna
2023-05-26;FW009467;WAP FAST CHARGER K21 FC01;WAP FAST CHARGER K21 FC01;WAP FAST CHARGER K21 FC01;;Ferramentas;85044010;7899831312467;;1;0.5;5;CATALOGO ABERTO;Estrangeira;DIY;produtos revendidos
2019-05-17;FW006756;WAP EXTREME TURBO 2800;WAP EXTREME TURBO 2800;WAP EXTREME TURBO 2800 220V;220V;Lavadoras;84243010;7899831300631;;1;17;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - semi intensivo
2019-05-17;FW006755;WAP EXTREME TURBO 2800;WAP EXTREME TURBO 2800;WAP EXTREME TURBO 2800 127V;127V;Lavadoras;84243010;7899831300624;;1;17;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - semi intensivo
2024-07-31;FW010770;WAP ESPREMEDOR DE FRUTAS 1,2L WJ1200;WAP ESPREMEDOR DE FRUTAS 1,2L WJ1200;WAP ESPREMEDOR DE FRUTAS 1,2L WJ1200 220V;;Cozinha;85094040;7899831338627;;1;0.895;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;cozinha
2024-07-31;FW010769;WAP ESPREMEDOR DE FRUTAS 1,2L WJ1200;WAP ESPREMEDOR DE FRUTAS 1,2L WJ1200;WAP ESPREMEDOR DE FRUTAS 1,2L WJ1200 127V;;Cozinha;85094040;7899831338610;;1;0.895;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;cozinha
2021-02-04;FW008310;WAP ESMERILHADEIRA EEA960;WAP ESMERILHADEIRA EEA960;WAP ESMERILHADEIRA WAP EEA960 220V;220V;Ferramentas;84672999;7899831306060;;1;1.8;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - serra/lixa/desbas
2021-02-04;FW008309;WAP ESMERILHADEIRA EEA960;WAP ESMERILHADEIRA EEA960;WAP ESMERILHADEIRA WAP EEA960 127V;127V;Ferramentas;84672999;7899831306053;;1;1.8;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - serra/lixa/desbas
2024-01-16;FW010093;"WAP ESMERILHADEIRA ANG 5"" WF ES01";"WAP ESMERILHADEIRA ANG 5"" WF ES01";"WAP ESMERILHADEIRA ANGULAR 5"" WF ES01 220V";;Ferramentas;84672999;7899831331079;;1;1.7;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - serra/lixa/desbas
2024-01-16;FW010092;"WAP ESMERILHADEIRA ANG 5"" WF ES01";"WAP ESMERILHADEIRA ANG 5"" WF ES01";"WAP ESMERILHADEIRA ANGULAR 5"" WF ES01 127V";;Ferramentas;84672999;7899831334353;;1;1.7;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - serra/lixa/desbas
2024-07-19;FW010714;WAP ESMERILHADEIRA ANG 5 WF ES02;WAP ESMERILHADEIRA ANG 5 WF ES02;WAP ESMERILHADEIRA ANG 5 WF ES02 220V;;Ferramentas;84672999;7899831338153;;1;1.8;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - serra/lixa/desbas
2024-07-19;FW010713;WAP ESMERILHADEIRA ANG 5 WF ES02;WAP ESMERILHADEIRA ANG 5 WF ES02;WAP ESMERILHADEIRA ANG 5 WF ES02 127V;;Ferramentas;84672999;7899831338146;;1;1.8;5.2;CATALOGO ABERTO;Estrangeira;DIY;ferramenta - serra/lixa/desbas
2010-08-08;31130022;WAP ECO WASH;WAP ECO WASH;WAP ECO WASH 2350 220V;220V;Lavadoras;84243010;7898152184753;;1;7;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - ocasional
2010-08-08;31130011;WAP ECO WASH;WAP ECO WASH;WAP ECO WASH 2350 127V;127V;Lavadoras;84243010;7898152184746;;1;7;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - ocasional
2023-05-04;FW009445;WAP ECO RÁPIDO;WAP ECO RÁPIDO;WAP ECO RAPIDO;BATERIA;Aspiradores;85081100;7899831312283;;1;3.7;6.5;CATALOGO ABERTO;Estrangeira;SDA - MOTORS & COMFORT;aspirador - sem fio
2017-11-02;FW005869;WAP ECO POWER;WAP ECO POWER;WAP ECO POWER 2200 220V;220V;Lavadoras;84243010;7898152186337;;1;6.6;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - ocasional
2017-11-02;FW005868;WAP ECO POWER;WAP ECO POWER;WAP ECO POWER 2200 127V;127V;Lavadoras;84243010;7898152186320;;1;6.6;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - ocasional
2017-08-23;FW005794;WAP ECO FIT;WAP ECO FIT;WAP ECO FIT 2200 220V;220V;Lavadoras;84243010;7898152181394;;1;6;0;EXCLUSIVO;Estrangeira;DIY;lavadora - ocasional
2017-08-23;FW005793;WAP ECO FIT;WAP ECO FIT;WAP ECO FIT 2200 127V;127V;Lavadoras;84243010;7898152181387;;1;6;0;EXCLUSIVO;Estrangeira;DIY;lavadora - ocasional
2020-01-23;FW007651;WAP PREMIUM ULTRA;WAP PREMIUM;WAP DESOBSTRUIDORA PREMIUM ULTRA 2600 220V;220V;Lavadoras;84243010;7899831301508;;1;18;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - semi intensivo
2020-01-23;FW007650;WAP PREMIUM ULTRA;WAP PREMIUM;WAP DESOBSTRUIDORA PREMIUM ULTRA 2600 127V;127V;Lavadoras;84243010;7899831301492;;1;18;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - semi intensivo
2020-01-23;FW007663;WAP PREMIER ULTRA;WAP PREMIER;WAP DESOBSTRUIDORA PREMIER ULTRA 2600 220V;220V;Lavadoras;84243010;7899831301621;;1;9.4;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - ocasional
2020-01-23;FW007662;WAP PREMIER ULTRA;WAP PREMIER;WAP DESOBSTRUIDORA PREMIER ULTRA 2600 127V;127V;Lavadoras;84243010;7899831301614;;1;9.4;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - ocasional
2020-01-23;FW007667;WAP OUSADA ULTRA;WAP OUSADA;WAP DESOBSTRUIDORA OUSADA PLUS ULTRA 2200 220V;220V;Lavadoras;84243010;7899831301669;;1;6.5;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - ocasional
2020-01-23;FW007666;WAP OUSADA ULTRA;WAP OUSADA;WAP DESOBSTRUIDORA OUSADA PLUS ULTRA 2200 127V;127V;Lavadoras;84243010;7899831301652;;1;6.5;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - ocasional
2020-01-23;FW007675;WAP OUSADA BLACK ULTRA;WAP OUSADA BLACK;WAP DESOBSTRUIDORA OUSADA BLACK ULTRA 2200 220V;220V;Lavadoras;84243010;7899831301744;;1;6.5;;CATALOGO ABERTO;Estrangeira;SEM CLASSIFICAÇÃO;lavadora - ocasional
2020-01-23;FW007674;WAP OUSADA BLACK ULTRA;WAP OUSADA BLACK;WAP DESOBSTRUIDORA OUSADA BLACK ULTRA 2200 127V;127V;Lavadoras;84243010;7899831301737;;1;6.5;;CATALOGO ABERTO;Estrangeira;SEM CLASSIFICAÇÃO;lavadora - ocasional
2020-01-23;FW007669;WAP NEW ECO WASH ULTRA;WAP NEW ECO WASH;WAP DESOBSTRUIDORA NEW ECO WASH ULTRA 2200 220V;220V;Lavadoras;84243010;7899831301683;;1;7;0;EXCLUSIVO;Estrangeira;DIY;lavadora - ocasional
2020-01-23;FW007668;WAP NEW ECO WASH ULTRA;WAP NEW ECO WASH;WAP DESOBSTRUIDORA NEW ECO WASH ULTRA 2200 127V;127V;Lavadoras;84243010;7899831301676;;1;7;0;EXCLUSIVO;Estrangeira;DIY;lavadora - ocasional
2020-01-23;FW007661;WAP LÍDER ULTRA;WAP LÍDER;WAP DESOBSTRUIDORA LÍDER ULTRA 2200 220V;220V;Lavadoras;84243010;7899831301607;;1;8;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - ocasional
2020-01-23;FW007660;WAP LÍDER ULTRA;WAP LÍDER;WAP DESOBSTRUIDORA LÍDER ULTRA 2200 127V;127V;Lavadoras;84243010;7899831301591;;1;8;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - ocasional
2020-01-23;FW007679;WAP EXTREME TURBO ULTRA;WAP EXTREME TURBO 2800;WAP DESOBSTRUIDORA EXTREME TURBO ULTRA 2800 220V;220V;Lavadoras;84243010;7899831301782;;1;17;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - semi intensivo
2020-01-23;FW007678;WAP EXTREME TURBO ULTRA;WAP EXTREME TURBO 2800;WAP DESOBSTRUIDORA EXTREME TURBO ULTRA 2800 127V;127V;Lavadoras;84243010;7899831301775;;1;17;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - semi intensivo
2020-01-23;FW007671;WAP ECO FIT ULTRA;WAP ECO FIT;WAP DESOBSTRUIDORA ECO FIT ULTRA 2200 220V;220V;Lavadoras;84243010;7899831301706;;1;6;0;EXCLUSIVO;Estrangeira;DIY;lavadora - ocasional
2020-01-23;FW007670;WAP ECO FIT ULTRA;WAP ECO FIT;WAP DESOBSTRUIDORA ECO FIT ULTRA 2200 127V;127V;Lavadoras;84243010;7899831301690;;1;6;0;EXCLUSIVO;Estrangeira;DIY;lavadora - ocasional
2020-01-23;FW007677;WAP COMBATE TURBO ULTRA;WAP COMBATE TURBO 2600;WAP DESOBSTRUIDORA COMBATE TURBO ULTRA 2600 220V;220V;Lavadoras;84243010;7899831301768;;1;14.6;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - semi intensivo
2020-01-23;FW007676;WAP COMBATE TURBO ULTRA;WAP COMBATE TURBO 2600;WAP DESOBSTRUIDORA COMBATE TURBO ULTRA 2600 127V;127V;Lavadoras;84243010;7899831301751;;1;14.6;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - semi intensivo
2020-01-23;FW007653;WAP BRAVO ULTRA;WAP BRAVO;WAP DESOBSTRUIDORA BRAVO ULTRA 2550 220V;220V;Lavadoras;84243010;7899831301522;;1;15;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - semi intensivo
2020-01-23;FW007652;WAP BRAVO ULTRA;WAP BRAVO;WAP DESOBSTRUIDORA BRAVO ULTRA 2550 127V;127V;Lavadoras;84243010;7899831301515;;1;15;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - semi intensivo
2020-01-23;FW007657;WAP ATACAMA SMART ULTRA;WAP ATACAMA SMART;WAP DESOBSTRUIDORA ATACAMA SMART ULTRA 2200 220V;220V;Lavadoras;84243010;7899831301560;;1;6;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - ocasional
2020-01-23;FW007656;WAP ATACAMA SMART ULTRA;WAP ATACAMA SMART;WAP DESOBSTRUIDORA ATACAMA SMART ULTRA 2200 127V;127V;Lavadoras;84243010;7899831301553;;1;6;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - ocasional
2021-04-13;FW008446;WAP ATACAMA BLACK ULTRA;WAP ATACAMA BLACK;WAP DESOBSTRUIDORA ATACAMA BLACK ULTRA 220V;220V;Lavadoras;84243010;7899831307463;;1;5.8;0;EXCLUSIVO;Estrangeira;DIY;lavadora - ocasional
2021-04-13;FW008445;WAP ATACAMA BLACK ULTRA;WAP ATACAMA BLACK;WAP DESOBSTRUIDORA ATACAMA BLACK ULTRA 127V;127V;Lavadoras;84243010;7899831307456;;1;5.8;0;EXCLUSIVO;Estrangeira;DIY;lavadora - ocasional
2020-01-23;FW007659;WAP ÁGIL ULTRA;WAP ÁGIL;WAP DESOBSTRUIDORA ÁGIL ULTRA 1800 220V;220V;Lavadoras;84243010;7899831301584;;1;6;0;CATALOGO ABERTO;Estrangeira;DIY;lavadora - ocasional
